"nose_x","nose_y","leftEye_x","leftEye_y","rightEye_x","rightEye_y","leftEar_x","leftEar_y","rightEar_x","rightEar_y","leftShoulder_x","leftShoulder_y","rightShoulder_x","rightShoulder_y","leftElbow_x","leftElbow_y","rightElbow_x","rightElbow_y","leftWrist_x","leftWrist_y","rightWrist_x","rightWrist_y","leftHip_x","leftHip_y","rightHip_x","rightHip_y","leftKnee_x","leftKnee_y","rightKnee_x","rightKnee_y","leftAnkle_x","leftAnkle_y","rightAnkle_x","rightAnkle_y",estado
315.35839083779183,138.875227717574,340.9286468149623,116.8431077022033,302.3737935463278,115.91555330539956,390.498336613874,123.78105377617513,289.2550861046936,116.48531170670624,450.43226950085113,252.42328375531542,248.14641977748056,240.1626000413635,492.7386403362111,407.07537148620366,175.9889196254864,381.39682053864465,374.53463946984436,452.3194343454643,236.8914761673152,434.97204318306325,382.80921502614297,542.9656015759776,272.0079029840254,513.4468705927816,273.3846523418501,515.9242227903136,199.01282830739302,577.8341495127994,283.26877507903697,720.980379136156,265.6966054003526,735.8618890970134,sentado
550.4406041690811,216.727713202688,572.1648636049797,193.9993661665267,539.4185462832914,198.05174727384218,642.8066559357402,188.87424784411715,552.8865965906284,193.60184892142328,740.9775510390908,314.282213203638,541.6060597534773,316.75193745802346,767.948157362437,501.7863860853915,446.9754354053898,448.57524508168257,632.9474626830579,580.0141761275116,385.01707102259775,492.7869628375606,651.2747848562693,615.1216299153488,471.42887370781204,613.2617189726477,690.6226617835375,711.4142278752902,278.6932270369177,599.9567017017172,770.2078781721657,1031.1899467201083,180.67102372136094,935.5586923977744,sentado
355.3876390011858,143.19708038211334,367.19968010386606,125.51142580499909,334.19308576509644,125.05647580632903,382.0109795030453,138.13500216591683,298.3245009336954,139.3246443336576,387.4821351534662,255.05659330494208,246.63368145686644,242.10452448625972,420.42725960475457,389.5970834219966,249.0693817101564,429.51988463643,439.05548295529434,467.40769964433366,383.64956856608853,488.9934167527967,363.15875565866554,467.22060242886675,281.1591105693045,482.8253758055691,478.6861623994107,564.8705807696984,423.7145514098587,593.2449119953794,387.66114137655103,781.1498776446984,383.49303000075344,784.1411626793531,sentado
119.81190201651725,42.30317506530405,126.1119118729454,37.39074876614582,117.01730038312621,36.44196911080802,132.70698754332872,43.13591246475042,110.1369178666215,36.6151351854495,138.4384659217953,71.59705226987252,90.80946636199951,55.998435528825695,136.65075689531022,109.02580060847538,61.67356500087544,87.70530856165904,116.20775368334253,116.16555823797381,52.45289545114866,120.29799355236008,110.15789786943665,131.23721513488414,78.75150041543093,127.83840225086138,139.64829489043714,160.42503616376146,54.320815379517555,154.63540520278397,138.48127745839872,222.47692792239357,70.95174244498465,220.91292972230724,sentado
271.2763705457695,147.1123844844358,285.76973185836107,124.82355425051678,250.08939020735744,128.6185991457928,313.48549803314506,136.72680949051556,220.88517688962736,143.52578960967898,374.0176013786969,240.97208057210602,194.92230641146114,268.45552840770915,456.90500231475687,365.48557955374514,209.29343303493027,448.9626597838643,436.9740304167633,465.0328611381323,286.5187688411906,528.1720991913911,368.1950491077705,471.0639553441148,221.2335083122847,481.631478751216,504.18551699567865,648.352783203125,193.79651016205668,547.0328079401751,457.94415050350744,877.1732125486382,268.02166625822565,745.7587605635944,sentado
311.6258631680262,211.5339616894258,337.2257084987971,186.64997146983092,285.9548712314799,184.08316884987084,373.1191081202911,203.84022602589678,247.82390066807375,205.0810903640109,436.65934931721665,319.9064138559516,179.53892450666615,329.212480951376,537.5958986862161,522.5557244853751,95.84585541881012,521.362287263462,376.0426148700343,638.0754049358897,262.1630385543586,621.119716090451,418.23277298300184,611.4660183594849,216.97859554903056,580.3750035952966,627.5744049799581,598.8008107359772,143.25767363694854,690.520160486726,444.7139700878455,773.3852499143622,181.0510916134727,777.0328055133152,sentado
95.64003714513221,48.33556276675792,100.71576795596556,40.74904951696729,87.67815286732834,42.43489292901778,108.69124957837947,44.53110963546813,78.08231376395615,45.2892494350092,121.4448980691368,71.59128005031481,61.635917112521156,76.0953933033034,157.86664187954557,94.6780766550205,55.044685345215555,102.67058288633592,126.47589395018403,126.17478743230322,102.18097860803864,126.66995686408609,122.65515568655289,134.6321117237848,76.77507724465099,141.65813345482377,125.80009575947713,172.87987673421776,88.40014925633886,135.48273162248069,116.76917273154055,185.37636910523884,96.470025213544,170.24308028017035,sentado
313.7024247581393,124.10595133146887,310.56303269204466,92.49933122568093,274.83320540491246,96.9348629012646,322.59860906341197,116.26633367278697,195.21462050857247,131.7309978796814,394.2583539792072,278.1953352991245,86.90149258268482,290.3630855575146,501.13405172741363,481.8731570707685,92.33285961819067,536.5786664792072,515.987929763497,701.3091637281128,226.25976182514592,589.0824482839859,332.66831073686774,706.436299246109,152.8528886490759,625.2620426875608,446.24089649957443,720.2059976896887,240.12834957137648,635.1003085481518,520.8427059900899,888.8755134552833,451.98977079280155,908.9131885335603,sentado
556.7055189080739,368.9186527237354,582.8280737019699,337.8241066543045,528.1850186952821,340.7455826696255,622.182553539944,346.3555010487597,497.41558339159775,350.84051632417317,710.1290458946377,500.2893835876702,457.9351488402845,473.0947322622811,797.6604697379621,691.9396326681056,324.84448194689327,542.6023357703065,858.657407055569,843.684679558305,372.0273446999635,635.4103714167376,637.1614557407246,805.1516369771401,483.15928608341443,755.929842344054,738.4463688594358,877.4571556952213,341.317025626216,690.7914564080739,517.936614633998,919.0531523589494,217.13655155642024,898.4574824826727,sentado
378.8517493561548,131.65759894820042,405.34126286191236,106.05487559277725,361.12624951002664,113.50037808548154,438.3157549985188,118.4254924610895,331.32686063751635,141.23606166023222,515.7472399468552,220.7269006870136,302.7515419652026,287.9352400367826,665.0707219120129,271.9814429375912,299.3147302100631,453.29250896765564,633.4318408676158,388.34267939111135,255.76097227766357,534.3365345520732,588.4584223834457,478.73564035141055,452.8419487944837,529.9919291099222,617.1598024331179,563.128193777359,390.9773665290862,591.626075833688,598.8491299458515,578.9756277358949,533.5745675406104,765.2662215770914,sentado
